,post_message,num_like_post,num_comment_post,num_share_post
937,"ÔNG_TRỜI CON_Ở THỊ_TRẤN LƯƠNG_SƠN_Đất của gia_đình ông Nguyễn_Vi_Chiến ( SN 1958 ) có diện_tích 3310 m2 ở tiểu_khu 2 , thị_trấn Lương_Sơn , huyện Lương_Sơn , tỉnh Hòa_Bình mua lại của một_số hộ dân và đã được UBND huyện Lương_Sơn cấp giấy chứng_nhận quyền sử_dụng đất , giấy_phép xây_dựng . Tuy_nhiên , khi triển_khai xây_dựng , gia_đình ông Chiến liên_tiếp bị một nhóm đối_tượng xã_hội_đen kéo tới ngăn_cản hoạt_động xây_dựng , hăm_dọa , giữ công_nhân và đánh_đập gây thương_tích . Chúng cho rằng thửa đất đó là của mình , mặc_dù không có bất_cứ một giấy_tờ gì chứng_minh nguồn_gốc sử_dụng đất . Chúng viện_dẫn lý_do trước_kia có trông_nom cho chủ cũ thửa đất ( đã mất ) và đưa ra yêu_sách buộc chủ mới là gia_đình ông Nguyễn_Vi_Chiến phải trả tiền trông_nom , san_lấp mặt_bằng cho chúng . Do không đáp_ứng yêu_sách phi_lý và chỉ_đạo công_nhân xây_dựng theo giấy_phép được cấp , ông Nguyễn_Vi_Chiến bị chúng dùng gậy đánh gãy răng , chấn_động_não , phù_nề đỉnh não , kết_luận giám_định thương_tích bị mất 4,5 % sức_khỏe . Tất_cả những nội_dung này bằng_chứng đều hết_sức rõ_ràng , được ghi lại bằng video , tuy_nhiên tới nay các cơ_quan_chức_năng huyện Lương_Sơn vẫn loay_hoay chưa có biện phạm ngăn_chặn , xử_lý dứt_điểm , để những ông trời con này lộng_hành , gây mất an_ninh trật_tự địa_phương , vi_phạm Chỉ_thị số 16 của Thủ_tướng Chính_phủ về công_tác phòng , chống dịch_bệnh Covid-19 . Trong một diễn_biến khác , tối_qua 15/4 , tại khu_vực xây_dựng xuất_hiện nhiều xe_tải 4 chiếc dừng đỗ trước cổng công_trường , cản_trở hoạt_động xây_dựng , các phương_tiện khác không_thể ra_vào . Gia_đình ông Chiến đã phản_ảnh tới Phòng Cảnh_sát giao_thông Công_an tỉnh Hòa_Bình và Đội Cảnh_sát giao_thông Công_an huyện Lương_Sơn nhưng tới hiện_tại dàn xe vẫn án_ngữ , gây ùn_tắc giao_thông .",60,37,4
236,"Là một trong những nghề hiếm_hoi “ được ” ra đường giữa dịch_Covid-19 , shipper ( người giao hàng ) đang là nghề mà nhiều người dự_đoán sẽ hốt_bạc trong thời_gian này . Nhưng sự_thật doanh_thu của shipper là bao_nhiêu ? Liệu có thực_sự “ khủng ” như lời đồn ?",1,0,10
1083,"Lại Vietjet của chị Thảo bị tố lừa khách_hàng , ấy vậy mà chả thấy tờ báo nào lên nhỉ ... @ @ @ Hãng Vietjet_Air huỷ chuyến bay , không hoàn tiền khiến khách_hàng bức_xúc Chị L.T.L.P ( SN 1988 , quê Quảng_Ngãi ) cho biết , chị mua 3 vé của Hãng hàng_không VietjetAir , trong đó gồm 2 vé người_lớn , 1 vé em bé chuyến bay VJ376 TP HCM đi Chu_Lai ( Quảng_Nam ) ngày 18/4 . Khi vào web của hãng kiểm_tra thì thấy chuyến bay bị hủy . Chị P. liên_hệ tổng_đài của hãng thì nhân_viên có cho biết chị P. có hai lựa_chọn . Thứ nhất là hủy chuyến bay và số tiền đặt trước đó sẽ được bảo_lưu để cho chuyến bay sau trong vòng một năm . Thứ hai là sẽ đổi chuyến bay khác và phải bù phần tiền chênh_lệch vé mới . Sau đó , chị P. chấp_nhận bù tiền để đổi sang vé mới cho chuyến bay ngày 25/4 . Nhưng đến ngày 23/4 thì chuyến bay tiếp_tục bị hủy . Lúc này chị P. liên_hệ tổng_đài của Vietjet nhưng không có bất_kỳ nhân_viên nào nghe máy và giải_quyết vấn_đề . “ Trong khi đó trên web của hãng vẫn đang bán vé cho chuyến bay SGN đến DAD ( Đà_Nẵng ) . Em_gái tôi đến trực_tiếp gặp nhân_viên của Vietjet để mong_muốn đổi chuyến bay nhưng nhân_viên của hãng thông_báo , không có chuyến bay nào đến Chu_Lai và Đà_Nẵng trong ngày 25/4 ” chị P. cho biết . Cũng theo chị P. nếu hãng không có chuyến bay đến Chu_Lai và Đà_Nẵng thì tại_sao trên hệ_thống của hãng vẫn đang bán vé cho khách về chặng bay đó . “ Tại_sao không có chuyến bay mà lại giữ tiền của khách_hàng ._Số điện_thoại liên_lạc của hãng vì_sao không có ai nghe máy ._Nhận tiền thanh_toán của khách_hàng và sau đó hủy chuyến bay là không_thể chấp_nhận được ” chị P. bức_xúc ._AD đã liên_hệ bộ_phận truyền_thông Vietjet_Air nhưng vẫn chưa nhận được thông_tin phản_hồi về vụ_việc .",1,1,1
222,Việt_Nam vừa ghi_nhận thêm 2 ca dương_tính với Covid-19 tại Hà_Nội . Đây là những người tiếp_xúc trực_tiếp với ca nhiễm thứ 17 .,33,1,130
1412,Bác này thấy áy_náy . [ < URL > ] ( <_URL_> ),38,16,5
345,Tình_trạng bệnh của phi_công người Anh cải_thiện rõ_rệt từng ngày . # Covid_19 # phicôngngườiAnh,1423,12,310
1254,Căn biệt_thự trăm tỉ toàn gỗ của Chủ_tịch tỉnh Nghệ_An bị bốc cháy chiều mùng 4 Tết .,21,11,1
120,"( Đến nay vẫn chưa có chứng_cứ về việc trẻ_em có_thể lây virus cho người_lớn ) Một bệnh_nhi 9 tuổi ở Pháp nhiễm Covid-19 nhưng không lây_truyền virus cho 172 người từng tiếp_xúc , cho thấy trẻ_em có_thể không chiếm tỷ_lệ lớn trong việc lây_lan dịch_bệnh , theo tờ The_Guardian ngày 21.4 . Bé trai không được nêu tên này liên_quan đến ổ dịch lây_nhiễm từ doanh_nhân người Anh là Steve_Walsh – người Anh đầu_tiên nhiễm virus Corona chủng mới ( SARS-CoV-2 ) gây Covid-19 sau khi dự hội_nghị ở Singapore vào tháng 1 . Ông Walsh vô_ý lây_nhiễm cho người khác khi cùng 10 người trưởng_thành và 1 gia_đình 5 người đến ở một biệt_thự nhỏ tại thị_trấn nghỉ_dưỡng trượt_tuyết Contamines-Montjoie thuộc vùng Haute-Savoie ở Pháp , sau khi đáp chuyến bay từ London . Phần_lớn những khách ở tại biệt_thự đều nhiễm Covid-19 , nhưng cơ_quan y_tế Pháp điều_tra cho thấy bé trai 9 tuổi sau đó không lây bệnh cho bất_cứ người nào khác dù đến học tại 3 trường dạy trượt_tuyết . Tất_cả 172 người tiếp_xúc với bé đều được cách_ly để theo_dõi , nhưng tất_cả đều không nhiễm_bệnh . Báo_cáo về kết_quả điều_tra đăng trên trang Clinical_Infectious_Diseases cho thấy bé trai nhiễm Covid-19 và cúm_mùa . Trong số các anh_chị_em của bé , có 2 người nhiễm cúm_mùa , nhưng không ai nhiễm Covid-19 . Bé trai chỉ có triệu_chứng nhẹ và tải lượng virus cũng không cao nên đây có_thể là nguyên_nhân bé không lây bệnh cho người khác . Dù chưa rõ vì_sao ít trẻ bị Covid-19 nặng , nhiều nhà_khoa_học cho rằng hệ miễn_dịch của các em bằng cách nào đó đã đẩy_lùi sự lây_nhiễm nhanh hơn người trưởng_thành .",9,11,2
661,"Khác nhau về độ tuổi , nhưng những người tình_nguyện đều có chung một suy_nghĩ - Khi Tổ_quốc cần , họ sẽ xung_phong .",6526,120,3390
588,Google tôn_vinh bánh_mì Việt_Nam . Không biết có liên_quan gì tới thực_đơn cách_ly COVID-19 mà mấy anh Tây đang hết lời ca_ngợi không nữa .,89,0,0
1604,"Tin từ Phó_Chủ_Tịch UBND TPHCM Lê_Thanh_Liêm . TP Hồ_Chí_Minh mắc 43000 ca Covid-19 , tử_vong hơn 1000 ca .",13,5,0
912,"Sau khi tất_cả tài_khoản mạng xã_hội của người được cho dương_tính với Covid-19 bị khóa , hàng trăm tài_khoản giả_mạo được tạo ra nhằm mục_đích trục_lợi . Ngày 6/3 , Chủ_tịch Hà_Nội Nguyễn_Đức_Chung cho biết Bệnh_viện Bệnh Nhiệt_đới Trung_ương vừa ghi_nhận một trường_hợp ở Hà_Nội dương_tính với Covid-19 , tên N.H.N. ( 26 tuổi , làm quản_lý khách_sạn , ở 125 Trúc_Bạch , phường Trúc_Bạch , Ba_Đình , Hà_Nội ) . Cô gái này khởi_phát bệnh hôm 29/2 ._Đến 18 h ngày 5/3 , cô này vào viện . Cộng_đồng mạng rất bức_xúc việc N.H.N không khai_báo y_tế lúc vừa từ vùng dịch trở_về đã truy_tìm các tài_khoản mạng xã_hội của cô để tấn_công . Lợi_dụng tâm_lý này , nhiều trang_Facebook cá_nhân giả_mạo cô gái nhiễm Covid-19 được tạo ra để cộng_đồng mạng chửi_bới . Đa_phần tài_khoản được tạo vài phút sau khi danh_tính bệnh_nhân được tiết_lộ . Hình_ảnh , thông_tin được sao_chép từ tài_khoản chính chủ đã bị khóa trước đó . Thậm_chí , một_số tài_khoản còn lên_tiếng xin_lỗi thay cho cô gái vì đã không tự ý_thức cách_ly khi từ vùng dịch trở_về ._Nhiều người vẫn cho rằng đây là tài_khoản thật và bình_luận chửi_bới . Mục_đích của việc tạo ra các trang giả_mạo này là câu like và tăng tương_tác để bán lại tài_khoản . Ước_tính , mỗi tài_khoản giả_mạo có từ 10.000 người theo_dõi sẽ có giá 200.000 - 500.000 đồng . Trước đó , tài_khoản Instagram của cô gái nhiễm Covid-19 cũng bị cộng_đồng mạng tấn_công . Trong chưa đầy 1 giờ , hàng nghìn người đã bình_luận vào các bài đăng của người được cho là N.H.N._Bức ảnh gần nhất của tài_khoản trên được đăng cách đây 2 ngày tại London , Anh . Bức ảnh nhận được 14.000 bình_luận từ cộng_đồng mạng . Ngay sau đó , tài_khoản Instagram này cũng bị khóa . Tuy_nhiên , hàng trăm tài_khoản giả_mạo khác cũng được tạo mới để câu_kéo người dùng vào chửi_bới . Ngoài_ra , một quán bar tại Hà_Nội cũng phải lên_tiếng đính_chính việc ca nhiễm Covid-19 thứ 17 từng đến quán này . "" Xin thông_báo trong tối_ngày hôm_nay trên mạng xã_hội xuất_hiện bức ảnh kèm thông_tin nữ bệnh_nhân nhiễm Covid-19 đã từng có_mặt tại quán trong thời_gian gần đây . Chúng_tôi xin khẳng_định bức ảnh trên không phải được chụp tại quán và thông_tin trên hoàn_toàn vô_căn_cứ "" , quán bar này viết trên Facebook . Trước đó , nhiều tin_đồn thất_thiệt liên_quan đến dịch Covid-19 được lan_truyền trên mạng . Gần nhất là vụ_việc xảy ra tại Hà_Tĩnh ngày 3/3 ._P.T.D.A ( 25 tuổi ) viết trên Facebook cá_nhân : “ Toang rồi Hà_Tĩnh ạ . Nghe nói em_trai sốt cách_ly . Ai mà đi đám_cưới ở tầng 1 BMC ngày 1/3 thì có_lẽ tự_giác đi kiểm_tra cấy cho xã_hội an_toàn chứ 1 đám_cưới mấy trăm khách xong còn về tiếp_xúc với biết_bao_nhiêu người . Nhanh lắm mọi người ạ ” . Ngay sau đó , A bị công_an mời lên làm_việc và bị phạt hành_chính 10 triệu đồng vì tung tin thất_thiệt gây hoang_mang dư_luận .",9,0,10
62,"Chiều 6/6 , Biên_phòng TP Đà_Nẵng đã cho lực_lượng sử_dụng phương_tiện bay không người lái ( flycam ) cất_cánh tại khu_vực rừng Hải_Vân ( quận Liên_Chiểu ) để truy_tìm phạm_nhân Triệu Quân_Sự ( 29 tuổi , quê Thái_Nguyên ) trốn khỏi trại_giam T10 ( Quảng_Ngãi ) vào ngày 3/6 .",172,7,30
1410,"Ngày 8/5/2020 , tại huyện Sóc_Sơn sẽ diễn ra phiên_toà xét_xử Huệ_Như ( tức Đặng_Thị_Huệ ) , nữ tài_xế dũng_cảm chống BOT bẩn . Huệ Như_là mẹ đơn thân có hai con nhỏ . Trước khi bị bỏ_tù Huệ_Như từng bị bắt_bớ đánh_đập hết_sức dã_man khi tham_gia phản_đối BOT bẩn ._Mong mọi người quan_tâm đến phiên_toà ngày 7/5 xét_xử người phụ_nữ dũng_cảm Huệ Như .",29,4,0
811,Bình_Thuận : Thêm 5 ca Covid - 19 dương_tính đều lây từ bệnh_nhân_số 34 < URL >,4,0,0
193,"Gần 120 người đã thiệt_mạng và hơn 40 người bị_thương do sét đánh tại Ấn_Độ . Sự_việc xảy ra tại 2 bang Bihar và bang Uttar_Pradesh . Hầu_hết những người bị sét đánh là nông_dân đang làm_việc ngoài_trời . Chính_quyền bang tuyên_bố bồi_thường khoảng 5.300 đô_la Mỹ cho thân_nhân của mỗi nạn_nhân . Sấm_chớp và giông_bão thường_xuyên xảy ra khi mùa mưa bắt_đầu ở Ấn_Độ . Năm_ngoái , 2 bang Bihar và Uttar_Pradesh này đã ghi_nhận trên 200 nghìn trận sét đánh .",4048,83,940
235,"MỜI XEM HÌNH CHỤP CÁC VĂN_BẢN VÀ ĐỐI_CHIẾU VỚI QUY_ĐỊNH CỦA PHÁP_LUẬT VÀ QUY_ĐỊNH CỦA ĐẢNG_A - Khoản 8 điều 13 của Luật_Tố_cáo “ 8 . Thủ_tướng Chính_phủ có thẩm_quyền sau đây : a ) Giải_quyết tố_cáo hành_vi vi_phạm pháp_luật trong việc thực_hiện nhiệm_vụ , công_vụ của Bộ_trưởng , Thứ_trưởng , người đứng đầu , cấp phó của người đứng đầu cơ_quan ngang Bộ , cơ_quan thuộc Chính_phủ , Chủ_tịch , Phó Chủ_tịch Ủy_ban nhân_dân cấp tỉnh , cán_bộ , công_chức , viên_chức khác do mình bổ_nhiệm , quản_lý trực_tiếp ; ” B - Khoản 1 và 2 Điều 47 của Luật_Tố_cáo “ 1 . Bảo_vệ người tố_cáo là việc bảo_vệ bí_mật thông_tin của người tố_cáo ; bảo_vệ vị_trí công_tác , việc_làm , tính_mạng , sức_khỏe , tài_sản , danh_dự , nhân_phẩm của người tố_cáo , vợ , chồng , cha_đẻ , mẹ đẻ , cha_nuôi , mẹ nuôi , con_đẻ , con_nuôi của người tố_cáo ( gọi chung là người được bảo_vệ ) . 2 . Người tố_cáo được bảo_vệ bí_mật thông_tin cá_nhân , trừ trường_hợp người tố_cáo tự tiết_lộ ” ._C - Mục_c và đ trong khoản 1 điều 15 quy_định_Số 102 - QĐ / TW ngày 15 tháng 11 năm 2017 của Ban_Chấp_Hành Trung_Ương về xử_lý kỷ_luật đảng_viên vi_phạm : “ c ) Có trách_nhiệm thụ_lý , giải_quyết tố_cáo nhưng tiết_lộ họ tên , địa_chỉ , bút_tích của người tố_cáo và những thông_tin , tài_liệu khác làm lộ danh_tính người tố_cáo , nội_dung tố_cáo ; tiết_lộ các thông_tin , tài_liệu , chứng_cứ của vụ_việc cho tổ_chức hoặc cá_nhân không có trách_nhiệm biết . đ ) Không thực_hiện hoặc thực_hiện không đúng , đầy_đủ trách_nhiệm bảo_vệ người tố_cáo . ”",25,11,2
181,Lễ Báo_Công Dâng Bác Và Trao Huy_Hiệu Thanh_Niên Tiên_Tiến Làm_Theo Lời Bác,63,9,90
1302,"EM TÒ_MÒ KHÔNG BIẾT GIA_ĐÌNH ÔNG QUÝ CÓ ĐỘNG_THÁI VAI_TRÒ THÚC_ĐẨY HAY BÃI_NẠI TRONG QUÁ_TRÌNH KHỞI_TỐ ĐIỀU_TRA_XÉT_XỬ ÔNG PHƯỚC HAY_KHÔNG ? SAO TÒA VÀ CÁC CƠ_QUAN_CHỨC_NĂNG LIÊN_QUAN KHÔNG TÌM MỌI CÁCH ĐỂ DÀN_XẾP HÒA GIẢI HAY THỎA_THUẬN TRONG VỤ NÀY CHO ĐỠ PHÍ_CÔNG_PHÍ_CỦA NHỈ ? KHI MÀ ÔNG QUÝ VÀ ÔNG PHƯỚC LÀ BẠN CỦA NHAU ! GIẢ_SỬ NHƯ ÔNG PHƯỚC CHỞ CON ÔNG HAY CHỞ BỐ_MẸ ÔNG ẤY VÀ CŨNG KHÔNG MAY RƠI VÀO TÌNH_HUỐNG TAI_NẠN NÀY THÌ XỬ RA_SAO Ạ ? LIỆU CÓ NHẤT_NHẤT PHẢI_TÙ_TỘI MỚI THỎA_LÒNG NHAU ? .... Ông Phước chở ông Quý đi đến ngã tư Sóc_Miên thì thấy ông Quý không đội mũ_bảo_hiểm nên chở ông Quý đi về nhà ông Quý lấy mũ . Khi gần đến trước nhà ông Quý ( thuộc khu_phố Suối_Đá , phường Tân_Xuân ) , ông Phước dừng xe lại bên lề phải theo chiều đi của mình để ông Quý xuống đi vào nhà lấy mũ bảo_hiểm . Lúc này , ông Quý không chịu xuống xe nên ông Phước điều_khiển xe_máy không bật đèn xi_nhan rẽ trái đi qua đường . Khi xe của ông Phước tới phần đường dành cho xe đi ngược chiều hướng ngã ba trạm điện đi ngã tư Sóc_Miên thì bị xe_máy do anh Lâm_Tươi ( sinh năm 1997 ) điều_khiển chở anh Trị_Tiếp ( sinh năm 1991 , đều là người địa_phương ) đi bên phải theo hướng ngã ba Trạm_Điện đi vào ngã tư Sóc_Miên đụng vào . Vụ tai_nạn khiến ông Phước và ông Quý bị_thương . Đến ngày 17/1/2017 , ông Quý_tử_vong . Tại phiên_tòa xét_xử sơ_thẩm , TAND thị_xã Đồng_Xoài tuyên_phạt ông Phước 3 năm tù về tội "" Vi_phạm_quy_định về điều_khiển phương_tiện giao_thông đường_bộ "" . Sau đó , ông Phước kháng_cáo kêu oan . Ngày 9/10/2018 , TAND tỉnh Bình_Phước xét_xử phúc_thẩm và tuyên hủy toàn_bộ bản_án sơ_thẩm . Quá_trình điều_tra lại , cơ_quan tố_tụng bảo_lưu quan_điểm về việc truy_tố ông Phước . Xét_xử sơ_thẩm lần 2 , TAND thị_xã Đồng_Xoài vẫn tuyên_phạt ông Phước 3 năm tù về tội vi_phạm quy_định về điều_khiển phương_tiện giao_thông đường_bộ . Ông Phước tiếp_tục kháng_cáo . Sáng 29/5 , TAND tỉnh Bình_Phước tuyên y_án sơ_thẩm . Sau khi tòa tuyên_án , ông Lương_Hữu_Phước lên Facebook của mình viết dòng tâm_tư với nội_dung mình bị "" án oan "" . Chiều cùng ngày , ông Phước đến TAND tỉnh Bình_Phước đi lên lầu 2 , nhảy xuống tự_tử .",3,3,1
389,"Cơ_quan điều_tra Công_an tỉnh Thanh_Hóa đã tiến_hành bắt tạm giam 3 tháng đối_với 4 bị_can ( trong đó có ông Nguyễn_Văn_Long - Phó Chủ_tịch UBND huyện Hậu_Lộc ) , để điều_tra về hành_vi đánh_bạc .",61,0,50
1086,"BREAKING : 🔥 🔥 VTV_VIỆT_NAM BỊ KIỆN PHẢI CÔNG_KHAI XIN_LỖI VÀ BỒI_THƯỜNG 600 TRIỆU USD VÌ ĐƯA_TIN VU_KHỐNG SAI SỰ_THẬT ? 🌎 Dưới_đây là toàn_bộ nội_dung của bản_tin đã được phiên_dịch : Xin chào , và chào_mừng đến với bản_tin thời_sự đặc_biệt này . Công_ty đầu_tư SB_Capital_Management có trụ_sở tại California đang kiện Công_ty Phát_thanh_truyền_hình VTV1 và ông Trần_Binh_Minh người đang giữ chức_vụ Tổng_Giám_đốc Đài_truyền_hình . Vụ kiện đã được đệ_trình lên Tòa_án Tối_cao California . SB Capital_Management đang kiện VTV1 vì tội phỉ_báng và chịu trách_nhiệm thương_mại ._SB_Capital_Management tuyên_bố rằng trong khi đang theo_đuổi mối quan_hệ kinh_doanh với Tập_đoàn Đầu_tư Newlife có trụ_sở tại Hà_Nội , chương_trình Bản_tin tài_chính kinh_doanh trên VTV1 đã lặp đi lặp lại những tuyên_bố sai_lệch và nói_xấu về SB_Capital_Management . Những tuyên_bố phát_sóng này bao_gồm các cáo_buộc rằng SB_Capital_Management là một công_ty lừa_đảo không có nhân_viên và họ đã ký hợp_đồng với các công_ty Việt_Nam . Thực_tế , SB_Capital_Management nói rằng tất_cả các cáo_buộc mà VTV đưa ra chống lại họ là sai và rằng VTV1 đã đưa ra những tuyên_bố có chủ_ý và độc_hại để gây tổn_hại đến hoạt_động kinh_doanh và uy_tín của ban quản_lý vốn SB và cản_trở những nỗ_lực kinh_doanh của công_ty . SB_Capital_Management đề_nghị đền_bù số tiền 600 triệu đô la thiệt_hại , cùng với các phí phạt và tất_cả các chi_phí liên_quan đến vụ kiện .",19,18,7
521,"Kết_quả khám_nghiệm tử_thi bệnh_nhân COVID-19 cho thấy virus vẫn còn trong thi_thể người_bệnh , phá_hủy hệ_thống miễn_dịch .",41,0,130
669,"[ Càng chức cao , càng dễ kiếm phải ko các bác . ] ( <_URL_> )",53,7,5
332,"Hà_Nội đưa ra 3 kịch_bản phục_hồi kinh_tế . Với việc dịch_bệnh đc kiểm_soát , có_lẽ giãn cách xã_hội sẽ được nới_lỏng , Thủ_đô và các tỉnh có rủi_ro thấp sẽ tập_trung khôi_phục hoạt_động kinh_tế , sản_xuất ._Mong ngày trở_lại quá .",30,2,3
999,Học_sinh từ lớp 5 trở lên đi học trở_lại từ ngày 27/4,1587881185,24,10
1260,THÔNG_BÁO ! ! ! Bến_xe Miền_Tây chính_thức thay_đổi thành Bến_Phà Miền Tây kể từ 13/06/2020 .,29,11,6
1338,"TRI_TÔN ĐÃ CÓ HƠN 50 VỤ NHIỄM_CORONA RỒI … HIX … HOANG_MANG QUÁ … MỌI NGƯỜI NHỚ ĐEO KHẨU_TRANG , RỬA TAY THẬT SẠCH_NHA_NHA …",298,10,28
1371,FoxNews đưa tin : Trung_Quốc tạo COVID-19 từ phòng_thí_nghiệm Vũ_Hán để cạnh_tranh với Mỹ .,14,17,0
